token;sentimento
Iguatemi (IGTI11) reverte prejuízo e tem lucro de R$ 77,3 milhões no segundo trimestre;1
Petrobras (PETR4) aumenta preço de querosene de aviação em 4,2% em reajuste mensal;0
Log Commercial (LOGG3) vende ativos em Aracaju e Londrina por R$ 207,4 milhões;0
Fitch rebaixa rating dos EUA de AAA para AA+, com perspectiva estável Yellen critica decisão;-1
Movida (MOVI3) fará recompra de até US$ 175 milhões de títulos externos;-1
Alper Seguros (APER3) lucra 113,6% a mais no segundo trimestre de 2023, a R$ 8,2 milhões;1
Menor percepção de risco de recessão nos EUA impulsiona ações da Nyse fora do setor de tecnologia;1
Petrobras (PETR4) apresenta planos para Lula em reunião não tratou de preços, diz CEO;0
Vulcabras (VULC3) tem lucro de R$ 133,8 mi no 2º tri, alta de 41%, e estuda aumentar distribuição de dividendos;1
Cielo (CIEL3) tem lucro recorrente de R$ 486 mi no 2º tri, alta de 26,8% empresa pagará R$ 197 mi em JCP;1
Ficou sabendo? Meta prepara chatbots para reter usuários promessas da China;0
E mais: Eneva ainda mira campos da Petrobras que tiveram venda suspensa.;0
Santander Brasil anuncia acordo para compra de fatia de 65% na FIT Energia;1
Conclusão da operação estará sujeita ao cumprimento de determinadas condições suspensivas.;0
Fitch rebaixa rating dos EUA de “AAA” para “AA+” Yellen critica decisão;-1
Agência citou esperada deterioração fiscal nos próximos três anos.;-1
Cielo tem lucro líquido de R$ 708,5 mi no 2° tri, alta anual de 11,5%;1
A companhia teve Ebitda R$ 1,43 bilhão, avanço de 20,9% na base anual.;1
Novas regras de compras do exterior devem ter  impacto no e-commerce brasileiro;0
Mudanças passaram a valer nesta terça Empresas como Shein e AliExpress vão aderir ao Remessa Conforme.;0
Ação da Tupperware salta 800% em duas semanas com ‘meme trade’;1
Apesar da alta, empresa tem dado alerta sobre problemas financeiros.;-1
Privatização da Sabesp: avanço é positivo, mas faltam detalhes ação recua;1
Avaliação é de analistas, após o governador de SP dar informações sobre o modelo do processo pretendido para a companhia.;0
Indústria surpreende e cresce em junho pelo 2º mês, mas sem recuperar perdas;1
Setor ainda está num patamar de produção equivalente ao começo de 2009.;-1
Ibovespa fecha em queda com Vale e Petrobras dólar sobe;-1
Mercado também repercutiu balanços financeiros e aguarda decisão do Copom na quarta-feira (2).;0
Novas regras para compras de importados começam a vigorar nesta terça;0
Compras online de até US$ 50 ficam isentas da cobrança de imposto.;1
Trump indiciado na investigação sobre conspirações nas eleições de 2020;-1
Esta é a terceira vez que o ex-presidente dos EUA é formalmente acusado em apenas quatro meses.;-1
21 mil pensionistas perdem CSI com reavaliação de rendimentos;0
Número de beneficiários afundou, após reavaliação de rendimentos que ditou o fim do CSI a 21 mil pessoas. Contudo, para quem manteve o apoio o valor subiu 32%. Ao Negócios, o Instituto da Segurança Social diz que globalmente a despesa aumentou e que vai lançar uma campanha para chegar a mais idosos.;0
Apontar o dedo ao BCE;0
Os riscos orçamentais dos programas de compra de dívida são hoje mais claros e demonstráveis nas perdas que os bancos centrais estão a ter nas suas carteiras.;0
Fitch corta rating dos Estados Unidos para AA+;-1
A agência de notação financeira desceu a avaliação da dívida soberana da maior economia mundial, que está agora no segundo nível da escala de qualidade.;-1
Gasolina e diesel valem menos de metade do mercado em julho;-1
A perda de peso dos veículos a combustão interna observada em julho decorreu das quebras nas matrículas nos carros a gasolina e a diesel. Ainda assim, os elétricos e os híbridos plug-in mais do que duplicaram.;0
Wall Street remata primeira sessão de agosto mista;0
Os índices norte-americanos fecharam entre ganhos e perdas, num dia em que os investidores avaliaram mais dados económicos e contas trimestrais.;0
O risco de pôr as fichas no Turismo;-1
A propaganda oficial esquece que a principal razão para o crescimento acima das previsões no primeiro trimestre foi? o Turismo. Ora isso mostra o risco que o país corre ao colocar neste setor o papel de motor económico.;0
China pede a bancos para adiarem compra de dólares;-1
As autoridades chinesas têm-se comprometido em deixar que sejam os fatores de mercado a ditar a evolução do yuan, mas a sua preocupação tornou-se evidente no mês passado quando o Politburo fez uma rara referência à necessidade de estabilidade cambial.;-1
A doutrina Costa;0
A doutrina Costa está a afastar um dos princípios de equilíbrio da nossa democracia: a capacidade eleitoral do centro decidir as eleições. Este mesmo eleitor, que agora não vota no PS, com receio de que estes se voltem a juntar à extrema-esquerda.;0
JMJ: Cerca de 300.000 pessoas utilizaram até às 17:00 o Metro de Lisboa;0
Segundo a empresa, 300.000 pessoas circularam, entre as 06:30 e as 17:00 de hoje, no Metro de Lisboa, mais 36,6% do que a 1 de agosto de 2022, quando foram registadas 225.000 entradas.;0
Paulo Fernandes vende quase 732 mil ações da Altri e reduz posição para 12,49%;0
Na sequência destas operações, a Actium Capital passou a deter 25.614.930 ações representativas de 12,49% do capital social e dos direitos de voto da Altri.;0
Bolsas europeias cedem à boleia da época de resultados;0
Acompanhe aqui, minuto a minuto, o desempenho dos mercados durante esta terça-feira.;0
Mercado automóvel cresce 35,8% até julho;1
As matrículas de veículos em Portugal aumentaram 35,8% nos sete primeiros meses deste ano, somando 146.105 viaturas.;1
Lisboa entra com o pé esquerdo em agosto. EDPR tocou mínimos de 17 meses;-1
A bolsa portuguesa estreou agosto com uma sessão em tons de vermelho, acompanhando o pessimismo das principais praças europeias. Por cá, a EDP Renováveis tocou durante a negociação mínimos desde 28 de fevereiro do ano passado.;-1
Efacec adia assembleia de obrigacionistas para 12 de setembro;0
A necessidade de tempo extra para analisar um documento complementar está na origem do adiamento.;0
Nuno Sebastião é o 45.º Mais Poderoso de 2023;0
Quando às vezes chega a casa à meia-noite, Nuno Sebastião ainda vai arranjar motorizadas que compra completamente destruídas. O líder da Feedzai, a empresa que rompeu a barreira dos mil milhões de dólares há cerca de dois anos, é visto por quem o conhece como determinado e ambicioso, mas humilde.;0
Empresa gestora do Alqueva faz novo aumento de capital de quase 13 milhões;1
A EDIA realizou um aumento de capital de 12,8 milhões de euros, totalmente subscritos pelo Estado, através da emissão de 2,56 milhões de ações.;1
Governo aprova incentivos financeiros a projeto de 24 milhões da Altice;1
O projeto visa a criação de um portfólio de produtos e serviços com base no 5G e  vai permitir à Altice Labs, antiga PT Inovação que passou para a alçada do grupo de Patrick Drahi em junho de 2015, ampliar a sua quota de mercado.;1
Governo autoriza abate de 1.821 sobreiros pela EDP para construir parque eólico em Sines;1
O ministro do Ambiente, Duarte Cordeiro, autorizou o abate de mais de 1.800 sobreiros declarando a imprescindível utilidade pública do projeto do Parque Eólico de Moncorvo,  detida pela EDP Renováveis,  em Sines.;1
Ibovespa fecha em queda com mercado a espera da decisão de juros;-1
Dados da indústria no Brasil e no exterior também foram monitorados pelos investidores do Ibovespa, assim como o relatório Jolts dos EUA;0
“Nosso mindset sempre foi de simplificar o mercado de capitais”, diz CEO da Vórtx;1
Tornar o mercado de capitais mais simples com uso de tecnologia, criando operações mais rápidas, seguras e baratas. Esses eram desde o começo os principais objetivos da Vórtx, fintech especializada em infraestrutura de investimentos com foco em tecnologia fundada em 2015 pelos advogados Alexandre Assolini e Juliano Cornacchia. “Desde que fundamos a Vórtx, nosso mindset;1
IA e empreendedorismo: Preparando Nossos Filhos para Carreiras do Futuro;0
Estamos vivendo uma era empolgante e desafiadora, onde a Inteligência Artificial (IA) estátransformando o mundo a uma velocidade incrível. A IA tem se mostrado uma das maisrevolucionárias e promissoras tecnologias dos tempos modernos. Ela já está sendo utilizadaem muitas indústrias para automatizar tarefas repetitivas, analisar grandes conjuntos dedados, tomar decisões complexas e até mesmo desenvolver;0
Melhores e piores ações de julho: confira o desempenho dos ativos do Ibovespa no sétimo mês de 2023;0
O Ibovespa fechou o mês de julho com uma alta de 3,27%, próximo dos 122 mil pontos, marcando o seu quarto mês consecutivo de ganhos. Esse resultado positivo foi impulsionado pela alta de commodities e a expectativa pela queda de juros, já que o mercado avalia que a queda da Selic começará na próxima quarta-feira ;1
Ibovespa opera em queda com indicadores e expectativa do Copom no radar;-1
O principal índice da B3 começou em queda no pregão desta terça-feira (1), com as ações de Petrobras (PETR4) e Vale (VALE3) realizando lucros, após os fortes ganhos na véspera. Além disso, o mercado reage aos indicadores de atividades e os balanços corporativos locais. Por volta da 13h15, o principal índice da bolsa brasileira opera;-1
Guerra na Ucrânia: Bilionários russos ficam mais ricos em meio ao conflito confira o ranking;0
O ranking de bilionários no país conta com 105 nomes, com fortunas que juntas saíram de US$ 320 bilhões em 2022 para US$ 474 bilhões em 2023;0
Copom inicia 5ª reunião do ano sob expectativa de queda de juros;0
O Comitê de Política Monetária (Copom) do Banco Central (BC) começa nesta terça-feira (1º), em Brasília, a quinta reunião do ano para definir a taxa básica de juros, a Selic. Por causa da forte queda da inflação nos últimos meses, o órgão deve reduzir a Selic, atualmente em 13,75% ao ano. Esse será o primeiro;1
Produção industrial varia 0,1% em junho, mostra IBGE;1
A produção industrial no Brasil teve leve alta de 0,1% em junho na comparação com maio, na série com ajuste sazonal, segundo dados do Instituto Brasileiro de Geografia e Estatística (IBGE) nesta terça-feira (1). Em relação a junho de 2022, na série sem ajuste sazonal, houve variação de 0,3%, segunda taxa positiva consecutiva, mas menos ;1
Oferta de emprego Jolts e produção industrial no Brasil movem o mercado;0
Os índices futuros dos Estados Unidos caem nesta terça-feira (1), com o mercado à espera do relatório Jolts, que dará início a uma semana cheia de indicadores sobre o mercado de trabalho norte-americano. O consenso aponta para 9,6 milhões de empregos abertos no último dia útil de junho. Na Ásia, o Índice de Gerente de ;0
Vamos sair de um mercado de “bilhões” para um de “trilhões”, diz CEO da Vórtx sobre tokenização;1
O mercado de tokenização está crescendo cada vez mais no Brasil e nos próximos anos o desenvolvimento deve ser ainda mais acelerado, na opinião de Juliano Cornacchia, CEO da Vórtx. Durante participação no Mercado Beyond, da BC News, Cornacchia destacou que o mercado de tokenização começou com ativos não-financeiros, devido a dificuldades dos órgãos;0
Ibovespa fecha em alta com mercado esperando decisão de juros;1
O anúncio da queda de juros já é dado como certo pelo mercado, mas ainda existem dúvidas sobre uma redução de 0,25 ou 0,50 ponto percentual;1
Irani (RANI3) anuncia os resultados do 2T23;0
1 – Lucro Líquido da Irani (RANI3) cresce 170,3% no a/a e fica em R$ 228,7 milhões, vale pontuar que no 2t23 a Companhia foi impactada positivamente no lucro por causa de um reconhecimento de crédito no valor de R$ 161,7 milhões de PIS e COFINS sobre aquisições de Aparas, lembrando que esse crédito foi informado no ;1
Vulcabras acelera o pace, deixa Olympikus mais rentável e vê lucro crescer 41% no 2º tri;1
Fabricante de calçados esportivos chegou ao 12º trimestre consecutivo de crescimento de dois dígitos;1
71 ações recomendadas para investir em agosto VALE3 e ITUB4 estão na lista;0
Levantamento mensal da EXAME Invest aponta os papéis mais indicados por bancos, corretoras, casas de análise e gestoras;0
Cielo tem lucro recorrente de R$ 486 milhões no 2º trimestre, alta de 27%;1
Companhia destacou melhora operacional e receita com aquisição de recebíveis como propulsores do resultado;1
Movida faz recompra de dívida de até US$ 175 milhões;1
Companhia tinha dívida de US$ 800 milhões no exterior e já pré-pagou US$ 675 milhões;1
Tesouro Direto planeja um novo lançamento a cada três meses;1
Ceron participou das primeiras negociações do Tesouro Educa+, título focado em pais que querem poupar recursos para educação dos filhos;1
Tesouro Educa+: como funciona o título público para financiamento de estudos;0
Novo título foi lançado hoje pela Secretaria do Tesouro Nacional em parceria com a B3;0
Kinea compra títulos indexados a inflação com receio sobre mudança no BC e risco fiscal;0
Taxas de inflação implícita de dez anos operam atualmente em níveis acima de 5%;-1
Calendário de dividendos: ações que pagam proventos em agosto de 2023;0
Empresas como Vale, Itaú e JHSF distribuem dividendos e JCP neste mês;0
Uber registra 1º lucro operacional, mas ação desaba em NY;0
Apesar de queda, ações ainda estão entre as que mais se valorizaram no ano alta acumulada é de mais de 80%;1
BTG inclui Petrobras (PETR4) em carteira recomendada após nova política de dividendos;1
Analistas veem potencial de ações se valorizarem no curto prazo;1
Sob expectativa dividida, Copom tem reunião que deve marcar 1ª queda do ciclo de cortes da Selic;1
Mercado vê espaço para Banco Central reduzir taxa de juros em até 0,50 ponto percentual mas, maior probabilidade é de ajuste mais branco;1
As mudanças do novo Ibovespa: menos fintech e mais petróleo;0
Ações da Méliuz foram retiradas de primeira prévia da carteira teórica do índice nova composição valerá para o último quadrimestre do ano;0
Licenciamento de veículos em SP: veja quem deve pagar a taxa neste mês;0
Quem não regularizar a documentação no prazo estabelecido pode ser punido, com uma infração gravíssima;0
Como precificar produtos para aumentar o lucro do seu comércio;0
Para qualquer negócio crescer, descobrir exatamente quais são os custos dele e dar a devida atenção à Demonstração do Resultado do Exercício (DRE) são atitudes fundamentais;0
Ibovespa começa agosto em queda pressionado por Petrobras e Vale;-1
Investidores operaram com cautela também atentos à decisão do Copom que será divulgada amanhã;0
Dólar hoje 01/08: moeda fecha em alta em primeiro dia de reunião do Copom;-1
Dólar fecha em alta em primeiro dia de reunião do Copom;-1
Desenrola: Caixa renegocia R$ 660,8 milhões em dívidas e atrai mais de 6 milhões de clientes ao site;1
Mais cedo, a Federação Brasileira de Bancos (Febraban) informou que os bancos haviam renegociado R$ 2,5 bilhões através do programa;1
Desejar ser MEI? Confira 4 passos para abrir sua empresa sem burocracias;0
Muitos brasileiros pretendem abrir uma microempresa para ter autonomia e diversificar suas fontes de renda;1
Privatização da Sabesp, Copom inicia reunião, PMIs e o que mais move o mercado;1
Governador do Estado de São Paulo detalha plano de desestatização de companhia de saneamento básico;1
Saque-aniversário do FGTS: veja quem pode sacar o dinheiro em agosto;0
O saque do dinheiro pode ser realizado em até três meses a partir do primeiro dia útil do mês de aniversário;0
iPhone com 50% de desconto e base de clientes melhor: o plano da TIM para crescer acima do esperado;1
No segundo trimestre, a empresa viu o lucro dobrar agora espera que parceria com a Apple ajude a melhorar percepção de valor para clientes;1
Méliuz, Prio, Gol: as 10 maiores altas e baixas do Ibovespa em julho;0
Petroleiras e empresa ligadas à economia local foram os grandes destaques positivos do índice, que subiu 3% no mês;1
Desenrola Brasil: R$ 2,5 bilhões de dívidas a menos em duas semanas veja detalhes;1
Programa Desenrola Brasil realizou a repactuação de dívidas no valor de R$ 2,5 bilhões em volume financeiro até agora;1
Saque-aniversário do FGTS: nascidos em maio podem sacar o benefício até hoje;1
O saque-aniversário do FGTS permite ao trabalhador realizar o saque de parte do saldo de sua conta do FGTS;1
Lotofácil da Independência: apostas começam nesta semana prêmio é de R$ 200 milhões;0
Assim como nos demais concursos especiais das Loterias Caixa, o prêmio não acumula;0
Companhia divulgou resultados nesta noite de terça-feira (1ºThe postIguatemi (IGTI11) reverte prejuízo e tem lucro de R$ 77,3 milhões no segundo trimestr appeared first onInfoMone;1
Este é o segundo aumento seguido do produto, após sucessivas reduções de preço desde o início do anoThe postPetrobras (PETR4) aumenta preço de querosene de aviação em 4,2% em reajuste mensa appeared first onInfoMone;1
Empresa já acumulou um expressivo valor de R$ 1,2 bilhão em vendas desde maio de 202The postLog Commercial (LOGG3) vende ativos em Aracaju e Londrina por R$ 207,4 milhõe appeared first onInfoMone;1
Segundo a Fitch, rebaixamento reflete a deterioração fiscal esperada para os próximos três anos, assim como a crescente dívida do governo geraThe postFitch rebaixa rating dos EUA de AAA para AA+, com perspectiva estável Yellen critica decisã appeared first onInfoMone;-1
Iniciativa visa reduzir o custo médio da dívida da locadora de veículoThe postMovida (MOVI3) fará recompra de até US$ 175 milhões de títulos externo appeared first onInfoMone;1
Companhia reportou seus números trimestrais nesta noite de terça-feira (2The postAlper Seguros (APER3) lucra 113,6% a mais no segundo trimestre de 2023, a R$ 8,2 milhõe appeared first onInfoMone;1
Índice Nyse Composite reúne mais de 2,5 mil ativos e é menos dependente das ações de tecnologia, que fizeram Nasdaq e SP 500 disparar em 202The postMenor percepção de risco de recessão nos EUA impulsiona ações da Nyse fora do setor de tecnologi appeared first onInfoMone;1
Tivemos uma reunião longa e excelente, em que não falamos de preços de combustíveis, disse o presidente da companhiThe postPetrobras (PETR4) apresenta planos para Lula em reunião não tratou de preços, diz CE appeared first onInfoMone;1
Sem aquisições no radar, empresa pode distribuir mais proventos receita cresce há 12 trimestreThe postVulcabras (VULC3) tem lucro de R$ 133,8 mi no 2º tri, alta de 41%, e estuda aumentar distribuição de dividendo appeared first onInfoMone;1
Conselho de Administração aprovou a distribuição de Juros sobre Capital Próprio (JCP) no montante de R$ 196,97 milhõeThe postCielo (CIEL3) tem lucro recorrente de R$ 486 mi no 2º tri, alta de 26,8% empresa pagará R$ 197 mi em JC appeared first onInfoMone;1